alpha,m,fitting
-1.399999999999999467e+00,1.300000000000002931e+00,6.917057905322950007e-02
-1.399999999999999467e+00,1.400000000000003020e+00,6.481462916824348719e-02
-1.399999999999999467e+00,1.500000000000003109e+00,6.070193511638151407e-02
-1.399999999999999467e+00,1.600000000000003197e+00,5.684382433420927944e-02
-1.399999999999999467e+00,1.700000000000003286e+00,5.324034291676184305e-02
-1.399999999999999467e+00,1.800000000000003375e+00,4.988463023279611497e-02
-1.399999999999999467e+00,1.900000000000003464e+00,4.676578040619650684e-02
-1.299999999999999378e+00,-2.000000000000000000e+00,0.000000000000000000e+00
-1.299999999999999378e+00,-1.899999999999999911e+00,0.000000000000000000e+00
-1.299999999999999378e+00,-1.799999999999999822e+00,0.000000000000000000e+00
-1.299999999999999378e+00,-1.699999999999999734e+00,0.000000000000000000e+00
-1.299999999999999378e+00,-1.599999999999999645e+00,0.000000000000000000e+00
-1.299999999999999378e+00,-1.499999999999999556e+00,0.000000000000000000e+00
-1.299999999999999378e+00,-1.399999999999999467e+00,2.342291916243433719e-02
-1.299999999999999378e+00,-1.299999999999999378e+00,2.585704503548014524e-02
-1.299999999999999378e+00,-1.199999999999999289e+00,2.712989575778178980e-02
-1.299999999999999378e+00,-1.099999999999999201e+00,2.805152891729613060e-02
-1.299999999999999378e+00,-9.999999999999991118e-01,3.047634927399429580e-02
-1.299999999999999378e+00,-8.999999999999990230e-01,3.931547288921453248e-02
-1.299999999999999378e+00,-7.999999999999989342e-01,4.831832813502632412e-02
-1.299999999999999378e+00,-6.999999999999988454e-01,5.670713953477576202e-02
-1.299999999999999378e+00,-5.999999999999987566e-01,6.550706376427764543e-02
-1.299999999999999378e+00,-4.999999999999986677e-01,7.174142381733776552e-02
-1.299999999999999378e+00,-3.999999999999985789e-01,1.052844249919365482e-01
-1.299999999999999378e+00,-2.999999999999984901e-01,1.079516448202553908e-01
-1.299999999999999378e+00,-1.999999999999984013e-01,1.116236546032760013e-01
-1.299999999999999378e+00,-9.999999999999831246e-02,1.617814165435693952e-01
-1.299999999999999378e+00,1.776356839400250465e-15,1.794075402180068668e-01
-1.299999999999999378e+00,1.000000000000018652e-01,2.049908310873515827e-01
-1.299999999999999378e+00,2.000000000000019540e-01,2.245026542391522217e-01
-1.299999999999999378e+00,3.000000000000020428e-01,2.411376217092271734e-01
-1.299999999999999378e+00,4.000000000000021316e-01,2.542506784899521977e-01
-1.299999999999999378e+00,5.000000000000022204e-01,1.434841571166984298e-01
-1.299999999999999378e+00,6.000000000000023093e-01,1.447463077537107790e-01
-1.299999999999999378e+00,7.000000000000023981e-01,1.270105583832500940e-01
-1.299999999999999378e+00,8.000000000000024869e-01,1.233148299224907790e-01
-1.299999999999999378e+00,9.000000000000025757e-01,8.522377537315101170e-02
-1.299999999999999378e+00,1.000000000000002665e+00,8.049193336222598694e-02
-1.299999999999999378e+00,1.100000000000002753e+00,7.570057158849417822e-02
-1.299999999999999378e+00,1.200000000000002842e+00,7.099754396234844722e-02
-1.299999999999999378e+00,1.300000000000002931e+00,6.647242482840093336e-02
-1.299999999999999378e+00,1.400000000000003020e+00,6.217552712176652174e-02
-1.299999999999999378e+00,1.500000000000003109e+00,5.813141105730009611e-02
-1.299999999999999378e+00,1.600000000000003197e+00,5.434811761747457975e-02
-1.299999999999999378e+00,1.700000000000003286e+00,5.082334336808250197e-02
-1.299999999999999378e+00,1.800000000000003375e+00,4.754851634919764203e-02
-1.299999999999999378e+00,1.900000000000003464e+00,4.451146282414605859e-02
-1.199999999999999289e+00,-2.000000000000000000e+00,0.000000000000000000e+00
-1.199999999999999289e+00,-1.899999999999999911e+00,0.000000000000000000e+00
-1.199999999999999289e+00,-1.799999999999999822e+00,0.000000000000000000e+00
-1.199999999999999289e+00,-1.699999999999999734e+00,0.000000000000000000e+00
-1.199999999999999289e+00,-1.599999999999999645e+00,0.000000000000000000e+00
-1.199999999999999289e+00,-1.499999999999999556e+00,0.000000000000000000e+00
-1.199999999999999289e+00,-1.399999999999999467e+00,2.611132903648301709e-02
-1.199999999999999289e+00,-1.299999999999999378e+00,2.760371383989940891e-02
-1.199999999999999289e+00,-1.199999999999999289e+00,2.865697303020816808e-02
-1.199999999999999289e+00,-1.099999999999999201e+00,2.947973188482381698e-02
-1.199999999999999289e+00,-9.999999999999991118e-01,3.765558217047414169e-02
-1.199999999999999289e+00,-8.999999999999990230e-01,4.744008524426682194e-02
-1.199999999999999289e+00,-7.999999999999989342e-01,5.658003428626065534e-02
-1.199999999999999289e+00,-6.999999999999988454e-01,6.488208763668541768e-02
-1.199999999999999289e+00,-5.999999999999987566e-01,7.296583909964560188e-02
-1.199999999999999289e+00,-4.999999999999986677e-01,8.032315554720956263e-02
-1.199999999999999289e+00,-3.999999999999985789e-01,1.129761396785600169e-01
-1.199999999999999289e+00,-2.999999999999984901e-01,1.161380508135987089e-01
-1.199999999999999289e+00,-1.999999999999984013e-01,1.209888250948338434e-01
-1.199999999999999289e+00,-9.999999999999831246e-02,1.743921979872296857e-01
-1.199999999999999289e+00,1.776356839400250465e-15,1.874595913208972620e-01
-1.199999999999999289e+00,1.000000000000018652e-01,2.175999699827391165e-01
-1.199999999999999289e+00,2.000000000000019540e-01,2.365928655465222297e-01
-1.199999999999999289e+00,3.000000000000020428e-01,2.524925932133050277e-01
-1.199999999999999289e+00,4.000000000000021316e-01,2.648934705411416513e-01
-1.199999999999999289e+00,5.000000000000022204e-01,2.026102088607308338e-01
-1.199999999999999289e+00,6.000000000000023093e-01,1.458795459417059348e-01
-1.199999999999999289e+00,7.000000000000023981e-01,1.259874403594150594e-01
-1.199999999999999289e+00,8.000000000000024869e-01,1.218805462636362719e-01
-1.199999999999999289e+00,9.000000000000025757e-01,8.220232305995593680e-02
-1.199999999999999289e+00,1.000000000000002665e+00,7.742670226706835357e-02
-1.199999999999999289e+00,1.100000000000002753e+00,7.263868447963575670e-02
-1.199999999999999289e+00,1.200000000000002842e+00,6.797136243464081684e-02
-1.199999999999999289e+00,1.300000000000002931e+00,6.350398588151781598e-02
-1.199999999999999289e+00,1.400000000000003020e+00,5.927968882928860012e-02
-1.199999999999999289e+00,1.500000000000003109e+00,5.531800975431339085e-02
-1.199999999999999289e+00,1.600000000000003197e+00,5.162343138435812606e-02
-1.199999999999999289e+00,1.700000000000003286e+00,4.819108886038844103e-02
-1.199999999999999289e+00,1.800000000000003375e+00,4.501053738578775221e-02
-1.199999999999999289e+00,1.900000000000003464e+00,4.206821595402000097e-02
-1.099999999999999201e+00,-2.000000000000000000e+00,0.000000000000000000e+00
-1.099999999999999201e+00,-1.899999999999999911e+00,0.000000000000000000e+00
-1.099999999999999201e+00,-1.799999999999999822e+00,0.000000000000000000e+00
-1.099999999999999201e+00,-1.699999999999999734e+00,0.000000000000000000e+00
-1.099999999999999201e+00,-1.599999999999999645e+00,0.000000000000000000e+00
-1.099999999999999201e+00,-1.499999999999999556e+00,2.663350487388919594e-02
-1.099999999999999201e+00,-1.399999999999999467e+00,2.829296915277718441e-02
-1.099999999999999201e+00,-1.299999999999999378e+00,2.945557050463191301e-02
-1.099999999999999201e+00,-1.199999999999999289e+00,3.035992819590652494e-02
-1.099999999999999201e+00,-1.099999999999999201e+00,3.666419528980070786e-02
-1.099999999999999201e+00,-9.999999999999991118e-01,4.733271137455664218e-02
