0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-2.000000000000000000e+00,3.385145474465182699e-10
0.000000000000000000e+00,-1.899999999999999911e+00,3.385145474465182699e-10
0.000000000000000000e+00,-1.799999999999999822e+00,3.385145474465182699e-10
0.000000000000000000e+00,-1.699999999999999734e+00,3.385145474465182699e-10
0.000000000000000000e+00,-1.599999999999999645e+00,3.385145474465182699e-10
0.000000000000000000e+00,-1.499999999999999556e+00,3.385145474465182699e-10
0.000000000000000000e+00,-1.399999999999999467e+00,3.385145474465182699e-10
0.000000000000000000e+00,-1.299999999999999378e+00,3.385145474465182699e-10
0.000000000000000000e+00,-1.199999999999999289e+00,3.385145474465182699e-10
0.000000000000000000e+00,-1.099999999999999201e+00,3.385145474465182699e-10
0.000000000000000000e+00,-9.999999999999991118e-01,3.385145474465182699e-10
0.000000000000000000e+00,-8.999999999999990230e-01,3.385145474465182699e-10
0.000000000000000000e+00,-7.999999999999989342e-01,3.385145474465182699e-10
0.000000000000000000e+00,-6.999999999999988454e-01,3.385145474465182699e-10
0.000000000000000000e+00,-5.999999999999987566e-01,3.385145474465182699e-10
0.000000000000000000e+00,-4.999999999999986677e-01,3.385145474465182699e-10
0.000000000000000000e+00,-3.999999999999985789e-01,3.385145474465182699e-10
0.000000000000000000e+00,-2.999999999999984901e-01,3.385145474465182699e-10
0.000000000000000000e+00,-1.999999999999984013e-01,3.385145474465182699e-10
0.000000000000000000e+00,-9.999999999999831246e-02,3.385145474465182699e-10
0.000000000000000000e+00,1.776356839400250465e-15,3.385145474465182699e-10
0.000000000000000000e+00,1.000000000000018652e-01,3.385145474465182699e-10
0.000000000000000000e+00,2.000000000000019540e-01,3.385145474465182699e-10
0.000000000000000000e+00,3.000000000000020428e-01,3.385145474465182699e-10
0.000000000000000000e+00,4.000000000000021316e-01,3.385145474465182699e-10
0.000000000000000000e+00,5.000000000000022204e-01,3.385145474465182699e-10
0.000000000000000000e+00,6.000000000000023093e-01,3.385145474465182699e-10
